Date,Country,Confirmed,Rainfall,Relative.humidity,Max.Temp,Min.Temp,Surface.Pressure,pm25_max,Max_Windspeed_10meters,Deaths
24-02-20,Afghanistan,0,1.53,62.94,12.25,0.91,78.88,260,4.57,0
25-02-20,Afghanistan,0,0.01,52.88,15.66,-1.62,78.87,191,4.46,0
26-02-20,Afghanistan,0,0,52.25,16.29,3.13,78.84,203,5.15,0
27-02-20,Afghanistan,0,7.59,67.45,12.8,0.21,78.46,242,10.25,0
28-02-20,Afghanistan,0,2.53,70.73,8.61,-1.68,78.53,151,2.23,0
29-02-20,Afghanistan,0,0.06,56.59,13.35,-2.92,78.58,162,2.6,0
01-03-20,Afghanistan,0,0,45.19,14.6,-0.89,78.73,284,3.86,0
02-03-20,Afghanistan,0,0.01,43.36,14.13,0.37,78.72,268,3.94,0
03-03-20,Afghanistan,0,1.26,61.24,12.19,2.52,78.41,227,5.69,0
04-03-20,Afghanistan,0,4.73,64.26,11.47,0.3,78.19,152,6.65,0
05-03-20,Afghanistan,0,12.75,75.83,5.56,-4.74,78.2,161,4.54,0
06-03-20,Afghanistan,0,0.01,45.63,10.95,-7.76,78.28,192,6.05,0
07-03-20,Afghanistan,0,0,46.7,7.26,-6.97,78.34,219,6.35,0
08-03-20,Afghanistan,4,0,36.64,9.3,-9.43,78.58,93,5.23,0
09-03-20,Afghanistan,0,0,51.89,6.02,-1.36,78.58,172,4.15,0
10-03-20,Afghanistan,1,0.61,69.67,3.38,-4.06,78.33,122,2.84,0
11-03-20,Afghanistan,2,0,49.41,7.63,-7.4,78.06,162,5.62,0
12-03-20,Afghanistan,0,0,52.27,11.34,-2.74,78.31,186,5.61,0
13-03-20,Afghanistan,0,0,39.06,14.61,-3.22,78.74,239,4.66,0
14-03-20,Afghanistan,4,0,39.4,15.05,-1.7,78.87,241,4.67,0
15-03-20,Afghanistan,5,0,54.42,14.73,2.57,78.89,228,5.06,0
16-03-20,Afghanistan,5,0,72.49,11.72,2.32,78.92,225,5.71,0
17-03-20,Afghanistan,1,0,68.58,12.95,1.9,79.03,206,3.26,0
18-03-20,Afghanistan,0,0.02,57.85,15.25,1.83,79.03,163,2.37,0
19-03-20,Afghanistan,0,0.74,64.28,14.43,1.71,78.73,159,3.37,0
20-03-20,Afghanistan,2,45.97,85,8.02,0.73,78.49,161,2.79,0
21-03-20,Afghanistan,0,0.51,56.36,13.69,-2.74,78.68,186,3.39,0
22-03-20,Afghanistan,16,2.01,71,11.72,1.72,78.69,184,5.85,1
23-03-20,Afghanistan,0,54.38,92.84,9.86,5.4,78.3,164,8.02,0
24-03-20,Afghanistan,34,12.34,78.86,7.64,0.58,78.28,91,6.53,0
25-03-20,Afghanistan,10,2.98,78.51,7.36,0.03,78.49,167,5.82,1
26-03-20,Afghanistan,10,2.07,77.13,8.4,-0.28,78.66,164,4.35,2
27-03-20,Afghanistan,16,3.44,70.87,10.29,-1.05,78.63,170,3.18,0
28-03-20,Afghanistan,0,1.16,62.22,12.26,0.49,78.72,175,4.02,0
29-03-20,Afghanistan,10,9.87,70.76,12.61,-0.14,78.66,114,5.93,0
30-03-20,Afghanistan,50,26.83,91.33,9.87,1.93,78.43,93,8,0
31-03-20,Afghanistan,4,5.29,80.28,9.75,1.87,78.4,80,6.7,0
01-04-20,Afghanistan,63,1.06,68.6,10.31,-0.47,78.69,167,4.45,0
02-04-20,Afghanistan,36,0.32,64.69,13.54,-3.11,78.85,184,4.39,2
03-04-20,Afghanistan,8,0.19,64.44,13.92,1.74,78.94,193,2.68,0
04-04-20,Afghanistan,18,24.37,76.19,13.24,2.06,78.81,167,1.45,1
05-04-20,Afghanistan,50,0.51,68.92,14,-1.16,78.86,134,4.39,0
06-04-20,Afghanistan,18,1.89,70.32,11.2,0.16,78.66,157,7.37,4
07-04-20,Afghanistan,56,0,63.19,14.66,-2.25,78.75,152,5.2,3
08-04-20,Afghanistan,21,4.99,70.05,14.98,2.82,78.73,158,5.5,0
09-04-20,Afghanistan,40,1.7,80.65,14.48,4.68,78.74,164,4.48,1
10-04-20,Afghanistan,37,2.3,84.96,14.11,3.5,78.96,109,5.72,0
11-04-20,Afghanistan,34,8.49,86.49,15.56,6,79.18,89,2.26,3
12-04-20,Afghanistan,52,13.91,82.6,16.06,8.17,79.03,107,4.26,0
13-04-20,Afghanistan,58,8.14,82.6,15.78,7.57,78.81,162,6.68,3
14-04-20,Afghanistan,49,8.38,83.46,13.65,4.32,78.63,152,5.65,2
15-04-20,Afghanistan,70,0.21,68.47,14.78,2.56,78.9,155,4.24,2
16-04-20,Afghanistan,56,3.95,70.44,14.2,3.97,78.7,139,4.31,5
17-04-20,Afghanistan,66,5.11,75.93,13.81,4.57,78.44,91,3.56,0
18-04-20,Afghanistan,27,0.15,69.24,14.97,1.53,78.7,89,4.03,0
19-04-20,Afghanistan,63,7.72,72.9,14.65,3.35,78.67,93,3.68,3
20-04-20,Afghanistan,30,0.01,65.84,16.77,1.75,78.69,157,2.87,3
21-04-20,Afghanistan,66,0.07,63.84,18.34,2.53,78.81,156,3.59,0
22-04-20,Afghanistan,84,0.3,64.47,18.52,6.53,78.68,157,3.39,4
23-04-20,Afghanistan,103,0.64,69.31,17.22,9.24,78.64,129,2.91,2
24-04-20,Afghanistan,72,1.5,68.35,17.42,8.51,78.58,152,2.45,1
25-04-20,Afghanistan,112,0.01,61.84,20.45,5.07,78.71,97,4.93,4
26-04-20,Afghanistan,68,0,56.88,22.7,5.75,78.86,127,3.23,3
27-04-20,Afghanistan,172,4.74,63.53,19.3,9.78,78.8,147,4.83,7
28-04-20,Afghanistan,125,0.17,59.05,21.01,10.39,78.82,119,6,1
29-04-20,Afghanistan,111,0.12,54.27,21.25,11.19,78.73,142,5.5,2
30-04-20,Afghanistan,232,13.36,63.4,20.68,8.72,78.89,172,6.51,4
01-05-20,Afghanistan,164,7.79,76.97,17.99,8.87,78.79,132,5.94,4
02-05-20,Afghanistan,134,4.39,68.82,18.42,9.57,78.65,149,3.84,4
03-05-20,Afghanistan,235,0.41,62.58,19.74,5.18,78.69,129,3.76,13
04-05-20,Afghanistan,190,1.11,61.98,18,7.39,78.83,122,5.45,5
05-05-20,Afghanistan,330,0.01,62.14,19.69,4.3,78.97,85,5.09,5
06-05-20,Afghanistan,168,0,57.06,21.67,3.4,78.85,74,5.13,9
07-05-20,Afghanistan,171,0.94,58.38,21.43,8.21,78.71,104,4.41,2
08-05-20,Afghanistan,215,3.36,61.65,12.27,0.13,78.7,112,7.53,3
09-05-20,Afghanistan,255,0,50.8,23.36,7.9,78.69,80,4.55,6
10-05-20,Afghanistan,369,0.01,56.2,23.76,7.1,78.79,158,4.56,5
11-05-20,Afghanistan,285,0,43.92,23.46,11.41,78.76,137,4.6,2
12-05-20,Afghanistan,276,4.87,59.86,21.72,12.25,78.49,82,8.52,5
13-05-20,Afghanistan,263,0.53,61.36,21.6,9.78,78.35,78,6.58,5
14-05-20,Afghanistan,413,0.2,59.26,18.97,8.23,78.54,163,3.73,4
15-05-20,Afghanistan,414,0.01,47.67,19.19,6.37,78.67,89,5.23,17
16-05-20,Afghanistan,349,0.01,51.51,19.83,3.98,78.61,102,4.82,15
17-05-20,Afghanistan,262,0,50.71,20.41,3.53,78.56,112,5.1,1
18-05-20,Afghanistan,408,0.11,58.93,19.51,4.22,78.66,114,7.43,4
19-05-20,Afghanistan,581,0.01,49.12,22.21,2.57,78.6,76,5.83,5
20-05-20,Afghanistan,492,0.02,50.28,22.68,5.5,78.57,89,5.79,9
21-05-20,Afghanistan,531,0.65,58.27,21.32,10.22,78.64,132,3.11,6
22-05-20,Afghanistan,540,0,51.22,24.8,7.64,78.62,108.62,4.71,12
23-05-20,Afghanistan,782,0,48.2,25.67,8.05,78.63,110.82,3.06,11
24-05-20,Afghanistan,584,0,42.89,26.26,10.41,78.81,107.19,3.51,2
25-05-20,Afghanistan,591,2.97,60.44,13.58,1.1,78.69,53,4.86,1
26-05-20,Afghanistan,658,0,46,27.09,8.84,78.74,76,9.24,1
27-05-20,Afghanistan,625,0,49.05,24.91,10.05,78.66,76,12.86,7
28-05-20,Afghanistan,580,0,52.54,23.68,9.75,78.52,102,10.6,8
29-05-20,Afghanistan,623,0.01,53.23,24.76,9.89,78.47,159,9.05,11
30-05-20,Afghanistan,866,0,45.74,25,8.18,78.53,93,8.07,3
31-05-20,Afghanistan,680,0,36.97,26.85,7.47,78.57,80,8.34,8
01-06-20,Afghanistan,545,0,36.95,25.7,7.05,78.6,119,8.74,8
02-06-20,Afghanistan,759,0,38.75,25.37,6.1,78.58,151,8.8,5
03-06-20,Afghanistan,758,0,39.05,25.81,7.4,78.46,137,8.97,24
04-06-20,Afghanistan,787,0,36.75,27.7,6.94,78.5,134,10.03,6
05-06-20,Afghanistan,915,0,37.57,27.99,8.94,78.64,153,10.58,9
06-06-20,Afghanistan,582,0,36.32,27.65,10.78,78.61,107,10.65,18
07-06-20,Afghanistan,791,0,32.56,27.78,7.47,78.47,151,9.64,30
08-06-20,Afghanistan,575,0,38.53,28.94,9.39,78.37,195,7.54,12
09-06-20,Afghanistan,542,0,35.63,28.2,8.75,78.48,240,8.12,15
10-06-20,Afghanistan,683,0,33.27,28.15,8.28,78.5,117,9.1,21
11-06-20,Afghanistan,748,0,30.3,28.37,7.53,78.31,194,9.47,21
12-06-20,Afghanistan,656,0,32.29,27.27,8,78.22,132,7.12,20
13-06-20,Afghanistan,556,0,31.15,27.65,8.34,78.24,95,6.67,5
14-06-20,Afghanistan,664,0,28.9,29.4,8.78,78.56,139,7.48,20
15-06-20,Afghanistan,761,0,29.22,29.91,8.93,78.6,87,9.52,7
16-06-20,Afghanistan,783,0,30.59,29.78,10.35,78.47,76,10.47,13
17-06-20,Afghanistan,564,0,29.75,29.64,10.28,78.26,87,9.11,13
18-06-20,Afghanistan,658,0,28.61,29.68,11.21,78.23,82,9.28,42
19-06-20,Afghanistan,346,0,27.19,30.06,10.56,78.25,172,8.22,2
20-06-20,Afghanistan,546,0,24.6,31.21,10.32,78.36,112,8.16,21
21-06-20,Afghanistan,409,0,21.6,33.07,11.02,78.29,161,7.28,12
22-06-20,Afghanistan,324,0,23.38,33.68,15.81,78.27,164,4.37,17
23-06-20,Afghanistan,324,0,26.06,34.49,16.38,78.39,167,8.05,20
24-06-20,Afghanistan,159,0,28.02,33.04,14.53,78.36,134,7.49,21
25-06-20,Afghanistan,535,0,33.61,30.24,12.72,78.31,151,7.21,36
26-06-20,Afghanistan,276,0,23.12,31.11,12.14,78.34,124,9.91,8
27-06-20,Afghanistan,165,0,25.23,31.77,11.39,78.38,155,9.74,20
28-06-20,Afghanistan,351,0,25.01,29.54,11.04,78.34,153,9.78,18
29-06-20,Afghanistan,271,0,23.29,32.43,12.6,78.17,112,7.27,12
30-06-20,Afghanistan,279,0.4,32.58,31.06,16.63,78.29,137,8.19,13
01-07-20,Afghanistan,319,0,23.12,33.21,15.44,78.36,151,7.92,28
02-07-20,Afghanistan,186,0.01,20.98,32.71,12.07,78.48,127,8.92,33
03-07-20,Afghanistan,302,0,19.55,33.46,12.73,78.4,97,9.02,12
04-07-20,Afghanistan,348,0,18.3,31.46,12.95,78.16,151,9.53,7
05-07-20,Afghanistan,279,0,20.73,30.21,11.22,77.92,112,9.11,38
06-07-20,Afghanistan,239,0.01,20.05,30.65,12.22,78.03,104,4.28,34
07-07-20,Afghanistan,194,0,18.34,31.35,16.97,78.25,153,5.36,22
08-07-20,Afghanistan,210,0,21.26,32.37,16.88,78.33,152,8.28,16
09-07-20,Afghanistan,314,0,22,32.14,13.18,78.13,107,7.99,21
10-07-20,Afghanistan,286,0,24.01,32.08,13.62,78.09,95,9.43,14
11-07-20,Afghanistan,172,0,27.12,31.41,13.61,78.07,154,11.51,23
12-07-20,Afghanistan,85,0,27.8,30.98,12.55,77.95,132,9.83,16
13-07-20,Afghanistan,4,0,27.11,30.55,12.72,78.05,151,6.06,2
14-07-20,Afghanistan,285,0.08,21.04,33.03,16.36,78.21,154,5.59,36
15-07-20,Afghanistan,254,0.03,24.36,34.18,15.47,78.26,170,8.29,46
16-07-20,Afghanistan,76,0.28,34.68,30.22,16.89,78.18,139,7.91,19
17-07-20,Afghanistan,159,0,29.04,31.7,15.6,78.2,159,4.79,34
18-07-20,Afghanistan,72,0.36,28.76,32.93,18.38,78.35,158,4.23,17
19-07-20,Afghanistan,174,0.09,27.06,33.48,15.94,78.31,147,9.08,17
20-07-20,Afghanistan,51,0,19.43,31.86,15.81,78.11,109,12.89,4
21-07-20,Afghanistan,89,0,19.01,30.77,14.58,78.16,95,11.12,1
22-07-20,Afghanistan,112,0,17.18,33.43,13.28,78.3,142,7.64,4
23-07-20,Afghanistan,201,0,14.26,34.99,14.43,78.26,117,6.55,21
24-07-20,Afghanistan,53,0,16.15,34.25,15.05,78.47,139,7.08,14
25-07-20,Afghanistan,55,0,15.69,35.45,15.28,78.6,134,5.56,23
26-07-20,Afghanistan,121,0,18.52,35.81,16.75,78.58,196,7.67,11
27-07-20,Afghanistan,106,0,17.65,35.1,15.99,78.46,114,7.96,10
28-07-20,Afghanistan,105,0,17.57,35.02,15.24,78.36,124,8.03,1
29-07-20,Afghanistan,103,0,15.23,35.32,14.55,78.32,119,8.46,1
30-07-20,Afghanistan,71,0,16.92,35.38,15.3,78.34,151,6.84,0
31-07-20,Afghanistan,133,0,19.23,34.23,15.51,78.28,129,7.06,1
01-08-20,Afghanistan,35,0,19.34,33.39,15.14,78.19,174,6.77,11
02-08-20,Afghanistan,0,0,12.41,34.18,16.37,78.14,132,5.32,1
03-08-20,Afghanistan,37,0,16.8,33.71,13.6,77.88,154,6.46,4
04-08-20,Afghanistan,35,0,18.13,33.24,13.96,77.86,147,11.87,0
05-08-20,Afghanistan,47,0,18.26,32.89,14.14,78.02,119,10.78,6
06-08-20,Afghanistan,67,0,13.62,34.06,15.03,78.28,152,4.62,4
07-08-20,Afghanistan,119,0,17.17,35.09,15.12,78.33,160,5.36,9
08-08-20,Afghanistan,39,0.03,27.31,34.91,18.27,78.18,182,7.52,5
09-08-20,Afghanistan,0,0,19.22,33.04,16.39,78.11,164,7.87,0
10-08-20,Afghanistan,108,0,18.45,34.18,13.84,78.09,161,7.73,16
11-08-20,Afghanistan,107,0,22.62,34.63,15.35,78.13,132,7.64,16
12-08-20,Afghanistan,76,0,16.26,34.82,17.15,78.12,157,4.07,10
13-08-20,Afghanistan,79,0,14.01,35.72,14.93,78.06,189,6.74,9
14-08-20,Afghanistan,7,0,12.67,35.42,14.59,78.04,127,6.75,0
15-08-20,Afghanistan,120,0,12.68,36.31,15.47,78.04,132,6.61,7
16-08-20,Afghanistan,45,0,10.73,36.55,15.63,78.1,153,5.47,5
17-08-20,Afghanistan,3,0,14.55,35.71,15.69,78.12,153,6.21,0
18-08-20,Afghanistan,0,0,18.25,35.24,16.18,78.13,163,6.38,0
19-08-20,Afghanistan,0,0,14.43,32.22,14.96,78,203,9.32,0
20-08-20,Afghanistan,257,0,11.71,33.03,12.19,78.06,147,8.76,10
21-08-20,Afghanistan,38,0,12.05,32.56,12.23,78.29,97,7.84,0
22-08-20,Afghanistan,59,0,14.51,32.68,15.79,78.36,109,4.8,0
23-08-20,Afghanistan,46,0,15.88,34.26,17.22,78.31,154,4.66,2
24-08-20,Afghanistan,55,0,15.49,35.66,16.89,78.23,127,4.94,2
25-08-20,Afghanistan,16,0.01,20,34.96,17.19,78.25,155,6.57,8
26-08-20,Afghanistan,43,0.22,31.88,32.21,18,78.24,147,7.7,4
27-08-20,Afghanistan,16,0,22.69,29.19,13.87,78.21,188,5.14,0
28-08-20,Afghanistan,11,0,21.19,29.9,12.31,78.21,124,5.61,1
29-08-20,Afghanistan,3,0,21.01,29.16,11.59,78.3,132,4.71,0
30-08-20,Afghanistan,19,0,21.75,29.95,11.37,78.34,107,9.17,0
31-08-20,Afghanistan,3,0,19.72,29.39,11.31,78.37,89,9.14,0
08-03-20,Bangladesh,3,2.06,72.57,29.07,19.94,101.12,412,2.85,0
09-03-20,Bangladesh,0,0,58.29,28.64,17.62,101.06,234,3.48,0
10-03-20,Bangladesh,0,0.06,50.98,29.16,18.46,101.09,264,3.56,0
11-03-20,Bangladesh,0,0,55.51,29.67,17.87,101.07,273,3.01,0
12-03-20,Bangladesh,0,0,58.23,32.09,18.99,101.19,271,2.34,0
13-03-20,Bangladesh,0,0,59.24,33.31,19.75,101.25,230,3.1,0
14-03-20,Bangladesh,0,0.01,60.72,32.6,19.85,101.14,326,6.48,0
15-03-20,Bangladesh,2,0.03,59.47,31.63,17.73,101.15,178,5.23,0
16-03-20,Bangladesh,3,0,59.78,31.87,18.45,101.2,194,3.97,0
17-03-20,Bangladesh,2,0,56.17,31.16,18.41,101.29,194,3.58,0
18-03-20,Bangladesh,4,0,52.09,31.76,19.47,101.16,245,3.74,1
19-03-20,Bangladesh,3,0,45.57,32.6,18.72,101.02,251,2.79,0
20-03-20,Bangladesh,3,0.44,47.76,31.71,18.84,100.95,361,2.62,0
21-03-20,Bangladesh,5,0.06,44.77,32.92,20.39,101.01,327,2.4,1
22-03-20,Bangladesh,2,9.49,59.32,30.12,21.6,101.15,163,2.07,0
23-03-20,Bangladesh,6,0.18,56.15,30.69,18.47,101.09,195,3.87,1
24-03-20,Bangladesh,6,0.63,51.68,31.59,20.07,100.92,299,1.53,1
25-03-20,Bangladesh,0,0.23,51.05,33.03,20.57,100.8,370,2.57,1
26-03-20,Bangladesh,5,0.14,48.29,34.3,21.09,100.86,317,2.34,0
27-03-20,Bangladesh,4,0,47.46,35.67,20.64,100.94,326,3.67,0
28-03-20,Bangladesh,0,0,49.35,36.76,21.82,100.72,204,4.92,0
29-03-20,Bangladesh,0,0,46.04,36.55,22.69,100.66,167,5.06,0
30-03-20,Bangladesh,1,0,36.79,36.16,21.06,100.79,164,5.3,0
31-03-20,Bangladesh,2,0,30.48,37.66,22.58,100.85,211,3.6,0
01-04-20,Bangladesh,3,0,31.3,37.88,22.78,100.7,260,3.36,1
02-04-20,Bangladesh,2,0.05,43.54,39.27,23.15,100.59,204,4.54,0
03-04-20,Bangladesh,5,0.46,46.61,38.73,24.8,100.74,236,3.95,0
04-04-20,Bangladesh,9,0.32,42.38,38.24,24.16,100.91,175,3.89,2
05-04-20,Bangladesh,18,0.09,40.61,38.49,23.89,100.88,203,3.36,1
06-04-20,Bangladesh,35,0.01,34.13,38.25,22.62,100.82,248,3.92,3
07-04-20,Bangladesh,41,0.03,36.83,38.92,22.62,100.64,175,5.39,5
08-04-20,Bangladesh,54,0.24,44.75,39.19,25.15,100.7,166,5.83,3
09-04-20,Bangladesh,112,1.2,50.09,37.89,24.8,100.75,177,4.58,1
10-04-20,Bangladesh,94,0.26,43.53,38.88,23.36,100.96,179,3.78,6
11-04-20,Bangladesh,58,0.29,43.32,38.4,25.83,101.02,163,4.57,3
12-04-20,Bangladesh,139,0.03,37.54,37.77,23.47,100.93,158,2.97,4
13-04-20,Bangladesh,182,0.02,41,38.66,23.98,100.75,198,3.17,5
14-04-20,Bangladesh,209,0.03,42.96,39.26,24.95,100.84,220,3.74,7
15-04-20,Bangladesh,219,0.36,45.9,39.09,25.84,100.86,158,3.47,4
16-04-20,Bangladesh,341,0.26,43.29,38.12,25.08,100.69,172,3.3,10
17-04-20,Bangladesh,266,0.77,48.39,40.13,25.48,100.6,119,5.08,15
18-04-20,Bangladesh,306,2.61,54.11,38.63,26.11,100.73,155,5.25,9
19-04-20,Bangladesh,312,1.16,49.79,39.17,25.68,100.73,167,4.48,7
20-04-20,Bangladesh,492,0.74,50.37,38.6,25.72,100.76,139,4.07,10
21-04-20,Bangladesh,434,1.74,51.95,36.83,26.68,100.79,184,3.95,9
22-04-20,Bangladesh,390,0.83,44.45,36.62,24.63,100.77,198,3,10
23-04-20,Bangladesh,414,0.68,48.29,35.28,25.15,100.76,185,3.04,7
24-04-20,Bangladesh,503,3.53,55.93,35.04,24.35,100.7,163,3.42,4
25-04-20,Bangladesh,309,3.73,61.9,34.69,23.82,100.74,180,2.42,9
26-04-20,Bangladesh,418,12.49,68.18,33.96,24.83,100.93,154,2.95,5
27-04-20,Bangladesh,497,18.8,60.96,34.26,23.87,101.07,139,3.41,7
28-04-20,Bangladesh,549,3.23,64.31,31.81,24.09,101,169,2.57,3
29-04-20,Bangladesh,641,4.78,65.52,33.04,23.71,100.79,156,3.06,8
30-04-20,Bangladesh,564,2.43,61.34,34.75,23.76,100.85,195,2.44,5
01-05-20,Bangladesh,571,2.29,62.64,33.78,24.15,100.75,197,2.24,2
02-05-20,Bangladesh,552,5.61,65.79,33.94,24.8,100.62,183,2.8,5
03-05-20,Bangladesh,665,5.11,65.21,34.42,24.11,100.61,173,2.94,2
