Date,Country,Confirmed,Rainfall,Relative.humidity,Max.Temp,Min.Temp,Surface.Pressure,pm25_max,Max_Windspeed_10meters,Deaths
26-07-20,Pakistan,0,0.01,65.2,32.24,21.81,86.6,155,5.47,0
27-07-20,Pakistan,1176,0,63.33,34.3,21.16,86.37,154.25,7.29,20
28-07-20,Pakistan,936,0,51.21,36.89,21.16,86.15,149.25,7.53,23
29-07-20,Pakistan,1063,0,46.9,36.22,19.46,86.04,150.75,8.76,27
30-07-20,Pakistan,1114,0.18,52.82,35.64,23.02,86.21,162.67,7.63,32
31-07-20,Pakistan,903,1.52,46.05,36.27,25.01,86.19,156.67,5.83,27
01-08-20,Pakistan,0,1.46,44.72,37.82,24.29,86.13,152.67,8.89,0
02-08-20,Pakistan,1394,0.5,43.5,37.98,24.26,86.08,203,8.02,25
03-08-20,Pakistan,762,0,31.31,37.61,23.39,85.74,214.33,7.82,23
04-08-20,Pakistan,0,0.05,28.61,38.6,23.17,85.6,156.33,7.2,0
05-08-20,Pakistan,675,0.07,34.03,38.86,23.95,85.74,167.5,7.48,15
06-08-20,Pakistan,727,0.06,41.68,36.53,25.41,86.09,145,10.66,21
07-08-20,Pakistan,782,2.4,52.51,32.93,24.24,86.19,211.25,13.08,17
08-08-20,Pakistan,842,3.04,61.59,31.94,24.07,86.07,200,5,16
09-08-20,Pakistan,634,3.03,60.01,34.52,23.54,85.89,113,4.59,14
10-08-20,Pakistan,539,6.35,66.44,32.18,23.74,85.98,106.5,5.3,15
11-08-20,Pakistan,531,3.17,65.84,34.69,23.25,86.02,94.25,6.63,15
12-08-20,Pakistan,730,0.18,52.59,37.38,23.03,85.93,165,7.35,17
13-08-20,Pakistan,753,0,38.14,40.39,23.06,85.76,169.5,6.68,10
14-08-20,Pakistan,626,0.38,44.6,38.68,23.38,85.79,144.75,6.2,14
15-08-20,Pakistan,747,1.92,55.86,36.92,25.43,85.84,142.5,7.7,9
16-08-20,Pakistan,1168,0.93,57.44,36.33,25.37,85.9,142.75,6.86,13
17-08-20,Pakistan,0,0.65,54.21,37.23,24.94,85.92,134.75,5.59,0
18-08-20,Pakistan,617,2.44,58.36,36.02,25.46,85.98,138.75,8.42,15
19-08-20,Pakistan,613,0.39,46.62,39.2,23.24,85.75,139.5,12.02,11
20-08-20,Pakistan,513,1.91,49.9,36.53,21.31,85.9,136.5,7.58,8
21-08-20,Pakistan,630,21.41,74.24,29.95,23.15,86.27,133.5,4.11,10
22-08-20,Pakistan,586,5.24,69.79,31.36,21.89,86.37,131.75,3.93,12
23-08-20,Pakistan,1087,1.67,62.67,33.08,22.11,86.24,127.25,4.98,13
24-08-20,Pakistan,0,2.97,62.76,32.94,22.64,86.19,133,4.94,0
25-08-20,Pakistan,450,4.77,68.78,30.53,22.46,86.3,143.5,5.5,11
26-08-20,Pakistan,482,8.95,76.82,28.61,22.07,86.28,139,5.44,12
27-08-20,Pakistan,445,8.51,74.25,28.6,20.97,86.24,134.33,4,7
28-08-20,Pakistan,415,0.07,47.58,32.66,17.79,86.16,139.33,4.77,9
29-08-20,Pakistan,319,0,44.45,32.37,16.11,86.25,128,5.15,1
30-08-20,Pakistan,264,0.91,50.16,32.27,17.39,86.25,143.67,5.48,4
31-08-20,Pakistan,213,24.43,70.56,28.38,21.47,86.27,220,7.09,6
27-01-20,Sri Lanka,1,0,81.98,27.04,18.65,97.98,159,3.4,0
28-01-20,Sri Lanka,0,0,79.82,27.36,18.81,98.07,163,4.06,0
29-01-20,Sri Lanka,0,0,83.03,27.59,18.81,98.09,169,4.03,0
30-01-20,Sri Lanka,0,0,83.89,27.59,19.39,98.02,178,4.32,0
31-01-20,Sri Lanka,0,0.01,85.63,27.51,18.37,97.9,164,5.04,0
01-02-20,Sri Lanka,0,0.01,84.57,27.07,19.27,97.96,165,4.99,0
02-02-20,Sri Lanka,0,0.03,83.79,27.4,19.4,98.12,164,4.3,0
03-02-20,Sri Lanka,0,0,86.95,27.43,19.11,98.12,157,4.49,0
04-02-20,Sri Lanka,0,0.03,88.56,27.52,19.9,97.94,158,5.29,0
05-02-20,Sri Lanka,0,0.1,87.46,27.9,20.85,97.19,158,5.2,0
06-02-20,Sri Lanka,0,0.03,86.82,27.67,20.66,97.53,154,4.42,0
07-02-20,Sri Lanka,0,0,84.1,27.99,19.92,98.08,163,3.69,0
08-02-20,Sri Lanka,0,0,83.55,28.36,19.15,98.11,164,3.5,0
09-02-20,Sri Lanka,0,0.02,83.78,27.57,18.5,98.07,171,4.32,0
10-02-20,Sri Lanka,0,0.13,83.51,27.86,18.8,98.02,142,4.91,0
11-02-20,Sri Lanka,0,1.26,86.52,27.92,20.26,98.01,157,7,0
12-02-20,Sri Lanka,0,3.98,88.83,28.32,22.26,98.07,155,7.34,0
13-02-20,Sri Lanka,0,1.45,87.23,28.12,22.09,98.05,152,7.34,0
14-02-20,Sri Lanka,0,1.17,88.73,27.47,21.61,97.94,159,3.99,0
15-02-20,Sri Lanka,0,0.04,84.95,29.67,20.62,97.15,153,3.85,0
16-02-20,Sri Lanka,0,0.15,86.61,28.63,20.33,97.34,153,4.31,0
17-02-20,Sri Lanka,0,0.08,84.82,27.53,18.79,98.09,168,5.33,0
18-02-20,Sri Lanka,0,0,81.17,27.47,17.33,98.1,144,4.48,0
19-02-20,Sri Lanka,0,0.04,83.24,27.81,17.84,98.03,162,4.51,0
20-02-20,Sri Lanka,0,6.76,86.93,28.7,20.05,97.94,152,5.07,0
21-02-20,Sri Lanka,0,11.2,90.1,28.29,22.79,97.99,158,6.38,0
22-02-20,Sri Lanka,0,5.3,88.96,28.14,22.65,98.09,152,7.75,0
23-02-20,Sri Lanka,0,3.17,87.92,28.5,22.04,98.02,157,4.35,0
24-02-20,Sri Lanka,0,1.54,86.52,29.25,21.95,97.88,153,5.88,0
25-02-20,Sri Lanka,0,0.6,87.34,28.61,21.85,97.22,151,4.97,0
26-02-20,Sri Lanka,0,0,87.5,27.73,20.87,97.16,142,4.36,0
27-02-20,Sri Lanka,0,0.01,86.43,29.2,20.5,97.87,159,5.62,0
28-02-20,Sri Lanka,0,0,81.97,28.69,20.15,97.81,154,5.16,0
29-02-20,Sri Lanka,0,0,82.07,29.04,20.19,97.8,153,4.23,0
01-03-20,Sri Lanka,0,0,82.93,29.34,20.56,97.85,168,4.29,0
02-03-20,Sri Lanka,0,0.03,80.23,30.01,20.71,97.9,161,3.04,0
03-03-20,Sri Lanka,0,0.15,76.37,30.47,20.54,97.91,152,3.37,0
04-03-20,Sri Lanka,0,0,75.49,30.6,19.92,97.84,174,3.17,0
05-03-20,Sri Lanka,0,0.13,77.84,30.8,19.84,97.82,161,2.46,0
06-03-20,Sri Lanka,0,1.52,81.67,31.05,20.33,97.15,132,3.35,0
07-03-20,Sri Lanka,0,2.14,79.9,31.11,21.1,97.19,112,2.98,0
08-03-20,Sri Lanka,1,0.66,79.41,31,20.98,97.92,170,4.34,0
09-03-20,Sri Lanka,0,0.76,76.24,31.26,20.86,97.82,161,4.07,0
10-03-20,Sri Lanka,0,0.76,76.92,31.38,20.58,97.85,114,4.05,0
11-03-20,Sri Lanka,1,0.65,75.43,31.42,20.61,97.9,142,3.45,0
12-03-20,Sri Lanka,0,0.07,75.3,31.27,20.03,97.98,156,4.37,0
13-03-20,Sri Lanka,4,0.08,75.88,31.64,20.01,97.93,93,4.76,0
14-03-20,Sri Lanka,4,0.07,73.61,32.37,20.47,97.84,142,3.99,0
15-03-20,Sri Lanka,8,0.13,75.39,32.18,20.8,97.79,134,4.35,0
16-03-20,Sri Lanka,10,0.67,78.37,32.14,22.04,97.19,163,6.17,0
17-03-20,Sri Lanka,16,4.18,78.9,31.55,22.47,97.53,139,5.67,0
18-03-20,Sri Lanka,7,0.92,80.83,30.88,23.22,97.97,151,4.48,0
19-03-20,Sri Lanka,9,0.36,77.08,31.48,22.53,97.93,151,4,0
20-03-20,Sri Lanka,13,0.1,69.07,32.63,21.9,97.92,93,3.56,0
21-03-20,Sri Lanka,4,0.17,68.25,33.32,20.89,97.91,97,3.8,0
22-03-20,Sri Lanka,5,0.08,67.08,33.64,20.39,97.89,132,4.31,0
23-03-20,Sri Lanka,15,0.14,70.44,33.11,20.17,97.86,104,4.41,0
24-03-20,Sri Lanka,5,0.68,73.05,32.79,20.27,97.7,152,4.46,0
25-03-20,Sri Lanka,0,0.25,69.64,33.05,21.36,97.71,107,4.45,0
26-03-20,Sri Lanka,4,0.66,70.27,31.52,20.5,97.46,93,5.43,0
27-03-20,Sri Lanka,0,1.86,70.06,32.71,20.91,97.51,154,5.14,0
28-03-20,Sri Lanka,7,0.07,64.68,34.08,20.82,97.8,159,4.48,1
29-03-20,Sri Lanka,4,0.33,68.1,34.53,22.26,97.73,112,4.33,0
30-03-20,Sri Lanka,5,1.42,68.89,34.36,22.65,97.77,109,4.72,1
31-03-20,Sri Lanka,21,0.07,65.53,34.17,21.02,97.8,82,4.29,0
01-04-20,Sri Lanka,3,0.07,65.97,33.6,20.3,97.82,107,5.13,1
02-04-20,Sri Lanka,5,0.07,69.01,34,20.11,97.75,169,5.2,1
03-04-20,Sri Lanka,8,0.23,68.76,33.78,21.23,97.8,112,5.01,0
04-04-20,Sri Lanka,7,4.55,73.27,33.65,23.03,97.83,109,3.76,1
05-04-20,Sri Lanka,10,1.2,72.93,33.62,23.48,97.21,63,4.24,0
06-04-20,Sri Lanka,2,0.02,64.14,34.34,22.1,97.61,82,3.88,0
07-04-20,Sri Lanka,7,0.44,60.21,35.99,22,97.81,169,3.92,1
08-04-20,Sri Lanka,4,1.7,64.2,35.8,22.86,97.85,65,3.18,1
09-04-20,Sri Lanka,1,0.6,65.41,34.41,23.34,97.85,80,3.26,0
10-04-20,Sri Lanka,0,1.56,68.64,34.5,23.12,97.87,85,4.31,0
11-04-20,Sri Lanka,8,0.92,69.77,34.18,23.4,97.94,97,5.22,0
12-04-20,Sri Lanka,12,2.63,72.88,33.6,23.59,97.88,93,4.33,0
13-04-20,Sri Lanka,7,0.85,68.8,34.97,23.37,97.73,82,4.23,0
14-04-20,Sri Lanka,16,5.5,75.4,32.23,23.57,97.8,87,3.77,0
15-04-20,Sri Lanka,5,2.45,72.49,33.87,23.26,97.47,72,4.25,0
16-04-20,Sri Lanka,0,6.48,72.88,34.31,23.91,97.56,85,3.57,0
17-04-20,Sri Lanka,6,18.66,76.51,33.04,24.33,97.75,76,4.14,0
18-04-20,Sri Lanka,10,2.21,70.93,34.46,23.34,97.77,78,3.86,0
19-04-20,Sri Lanka,17,2.4,70.56,34.54,23.77,97.73,68,4.34,0
20-04-20,Sri Lanka,33,1.28,70.52,34.54,23.75,97.71,91,4.54,0
21-04-20,Sri Lanka,6,3.09,77.31,32.52,24.52,97.71,91,4.11,0
22-04-20,Sri Lanka,20,22.25,83.63,27.99,23.2,97.78,99,3.38,0
23-04-20,Sri Lanka,38,3.53,73.63,33.21,22.52,97.71,59,2.3,0
24-04-20,Sri Lanka,52,7.47,75.26,33.67,24.03,97.67,76,4.32,0
25-04-20,Sri Lanka,40,9.94,74.39,34.11,24.36,97.46,70,4.12,0
26-04-20,Sri Lanka,63,10.39,81.12,31.47,24.87,97.59,42,4.29,0
27-04-20,Sri Lanka,65,1.11,73.28,34.19,24.36,97.77,80,3.56,0
28-04-20,Sri Lanka,31,2.77,73.95,32.46,24.36,97.73,82,3.79,0
29-04-20,Sri Lanka,30,7.04,78.73,31.96,24.86,97.69,97,3.85,0
30-04-20,Sri Lanka,14,16.58,84.3,29.17,23.98,97.84,151,3.3,0
01-05-20,Sri Lanka,27,2.07,70.87,34.15,22.86,97.69,137,2.52,0
02-05-20,Sri Lanka,15,1.68,72.3,34.57,24.6,97.56,132,2.67,0
03-05-20,Sri Lanka,13,0.97,68.52,35.22,24.33,97.56,89,4.31,0
04-05-20,Sri Lanka,33,3.5,74.35,33.12,25.26,97.65,109,2.55,1
05-05-20,Sri Lanka,20,3.25,73.92,33.3,24.53,97.24,87,1.76,1
06-05-20,Sri Lanka,26,6.48,77.33,32.27,24.91,97.48,107,3.5,0
07-05-20,Sri Lanka,27,4.04,70.8,34.12,24.03,97.72,55,2.02,0
08-05-20,Sri Lanka,11,2.08,77.47,31.16,21.57,97.87,59,2.99,0
09-05-20,Sri Lanka,12,8.98,77.3,32.89,24.74,97.62,93,2.09,0
10-05-20,Sri Lanka,16,11.01,80.2,31.91,25.26,97.61,70,4.32,0
11-05-20,Sri Lanka,6,23.11,87.05,29.18,24.84,97.6,74,2.31,0
12-05-20,Sri Lanka,20,10.83,83.19,30.46,24.3,97.61,74,3.57,0
13-05-20,Sri Lanka,26,2.11,74.83,33.03,23.82,97.49,57,2.47,0
14-05-20,Sri Lanka,10,2.15,75.95,32.71,24.34,97.43,97,3.07,0
15-05-20,Sri Lanka,10,2.37,76.67,32.47,24.54,97.19,104,4.74,0
16-05-20,Sri Lanka,25,4.12,81.42,30.76,25.03,97.19,63,7.68,0
17-05-20,Sri Lanka,21,5.88,80.02,30.47,24.76,97.16,63,4.33,0
18-05-20,Sri Lanka,11,4.08,75.91,30.16,25.47,97.16,91,10.84,0
19-05-20,Sri Lanka,35,2.32,75.43,30.69,25.02,97.14,134,10.49,0
20-05-20,Sri Lanka,1,3.08,74.42,32.6,25.18,97.25,85,8.81,0
21-05-20,Sri Lanka,27,0.97,72.51,32.91,24.46,97.46,80,8.05,0
22-05-20,Sri Lanka,13,0.69,73.16,32.34,23.53,97.42,70,7.9,0
23-05-20,Sri Lanka,21,0.66,71.84,33.36,23.45,97.42,72,7.06,0
24-05-20,Sri Lanka,52,0.95,74.91,32.39,24.31,97.49,63,4.29,0
25-05-20,Sri Lanka,41,2.5,77.43,31.24,21.97,97.31,63,4.51,1
26-05-20,Sri Lanka,137,0.62,76.15,31.85,23.76,97.45,55,7.44,0
27-05-20,Sri Lanka,150,2.28,79.3,31.86,24.13,97.62,50,6.97,0
28-05-20,Sri Lanka,61,2.26,77.77,32.37,23.96,97.57,61,7.76,0
29-05-20,Sri Lanka,28,3.06,81.49,31.03,23.98,97.57,42,7.15,0
30-05-20,Sri Lanka,62,1.73,78.05,31.47,23.39,97.62,72,7.22,0
31-05-20,Sri Lanka,13,0.4,75.15,33.68,23.94,97.67,63,4.36,0
01-06-20,Sri Lanka,10,0.05,77.59,31.58,23.52,97.78,53,5.06,1
02-06-20,Sri Lanka,40,0.11,72.52,32.85,23.33,97.75,59,6.38,0
03-06-20,Sri Lanka,66,0,67.95,33.26,22.68,97.7,82,6.32,0
04-06-20,Sri Lanka,48,0.01,69.28,34.13,22.21,97.38,74,6.51,0
05-06-20,Sri Lanka,4,0.99,73.61,33.27,23.02,97.35,85,7.4,0
06-06-20,Sri Lanka,13,5.43,73.45,31.85,23.54,97.64,50,9.94,0
07-06-20,Sri Lanka,21,2.91,78.04,30.01,23.21,97.55,61,4.42,0
08-06-20,Sri Lanka,22,3.03,73.51,32.58,23.15,97.44,61,9.31,0
09-06-20,Sri Lanka,2,1.61,72.7,33.42,23.14,97.4,78,9.18,0
10-06-20,Sri Lanka,10,2.43,75.19,31.89,23.97,97.38,85,9.84,0
11-06-20,Sri Lanka,8,1.6,72.9,30.57,21.58,97.36,78,9.86,0
12-06-20,Sri Lanka,3,3.26,72.08,32.71,21.46,97.32,68,9.42,0
13-06-20,Sri Lanka,4,0.83,70.79,33.67,23.48,97.36,46,8.03,0
14-06-20,Sri Lanka,5,0.58,70.33,33.5,23.87,97.24,46,4.36,0
15-06-20,Sri Lanka,16,0.43,70.17,32.94,24.14,97.27,57,8.75,0
16-06-20,Sri Lanka,10,0.34,71.94,32.17,24.12,97.44,72,7.89,0
17-06-20,Sri Lanka,9,1.45,72.84,32.98,24.05,97.46,70,8.62,0
18-06-20,Sri Lanka,23,0.84,71.78,33.2,23.51,97.59,68,7.41,0
19-06-20,Sri Lanka,3,0.33,68.81,33.8,23.26,97.6,80,7.24,0
20-06-20,Sri Lanka,0,3.83,71.29,31.23,23.64,97.56,61,8.78,0
21-06-20,Sri Lanka,0,0.79,74.04,30.05,23.61,97.45,59,4.39,0
22-06-20,Sri Lanka,1,1.39,71.42,32.2,23.39,97.33,50,9.75,0
23-06-20,Sri Lanka,40,1.57,70.12,32.18,23.41,97.4,59,9.38,0
24-06-20,Sri Lanka,10,20.76,73.17,31.61,22.96,97.23,65,4.73,0
25-06-20,Sri Lanka,9,32.8,82.02,28.37,22.51,97.42,109,5.35,0
26-06-20,Sri Lanka,4,5.9,79.29,30.15,22.43,97.42,78,7.87,0
27-06-20,Sri Lanka,19,1.49,79.08,30.07,22.84,97.41,63,7.67,0
28-06-20,Sri Lanka,4,1.07,77.24,32.34,22.49,97.35,72,4.43,0
29-06-20,Sri Lanka,2,5.06,78.74,31.98,23.36,97.28,104,7.41,0
30-06-20,Sri Lanka,8,3.65,78.98,30.92,23.53,97.35,76,7.66,0
01-07-20,Sri Lanka,7,1.25,77.65,31.32,23.5,97.42,63,6.9,0
02-07-20,Sri Lanka,12,0.89,76.54,31.7,23.31,97.42,55,6.37,0
03-07-20,Sri Lanka,3,1.69,77.33,30.46,23.22,97.55,46,8.82,0
04-07-20,Sri Lanka,5,0.2,74.07,30.15,22.49,97.34,50,8.82,0
05-07-20,Sri Lanka,2,0.71,71.14,31.44,23.21,97.37,65,4.39,0
06-07-20,Sri Lanka,1,1.13,76.78,30.31,22.87,97.43,102,9.02,0
07-07-20,Sri Lanka,4,1.87,72,33.17,22.49,97.48,74,7.74,0
08-07-20,Sri Lanka,13,1.32,76.58,30.36,23.36,97.53,50,4.32,0
09-07-20,Sri Lanka,60,6.46,78.42,29.66,23.18,97.47,78,4.24,0
10-07-20,Sri Lanka,300,5.46,79.32,30.34,23.08,97.5,59,5.81,0
11-07-20,Sri Lanka,57,3.74,79.73,30.02,22.73,97.52,97,5.82,0
12-07-20,Sri Lanka,106,1.81,77.63,30.25,23.1,97.46,99,6.91,0
13-07-20,Sri Lanka,29,1.08,75.99,31.55,22.57,97.38,70,5.45,0
14-07-20,Sri Lanka,19,3.09,77.31,31.94,23,97.28,80,5.89,0
15-07-20,Sri Lanka,6,7.01,80.32,31.53,23.7,97.27,61,8.39,0
16-07-20,Sri Lanka,16,5.27,82.17,29.77,23.17,97.39,68,7.09,0
17-07-20,Sri Lanka,10,5.17,84.35,29.24,22.55,97.37,61,5.96,0
18-07-20,Sri Lanka,6,5.44,80.46,30.23,22.49,97.41,154,3.99,0
19-07-20,Sri Lanka,21,10.11,86.7,28.16,23.64,97.42,142,3.27,0
20-07-20,Sri Lanka,6,8.75,85.26,28.78,22.63,97.38,95,10.14,0
21-07-20,Sri Lanka,0,1.24,82.43,29.18,22.07,97.51,76,5.43,0
22-07-20,Sri Lanka,22,1.28,80.46,30.94,22.76,97.51,99,5.5,0
23-07-20,Sri Lanka,1,6.48,83.97,29.77,22.86,97.46,57,6.98,0
24-07-20,Sri Lanka,11,1.62,77.79,31.12,23.01,97.26,122,7.28,0
25-07-20,Sri Lanka,6,1.03,78.47,28.85,21.77,97.36,117,7.31,0
26-07-20,Sri Lanka,12,0.31,73.42,30.19,21.55,97.7,74,9.96,0
27-07-20,Sri Lanka,23,8.29,81.65,27.08,21.95,97.59,122,7.57,0
28-07-20,Sri Lanka,5,3.89,81.6,29.98,22.05,97.42,61,7.57,0
29-07-20,Sri Lanka,0,6.99,81.41,29.35,22.34,97.38,61,8.9,0
30-07-20,Sri Lanka,4,1.48,75.13,31.51,21.93,97.45,89,10.24,0
31-07-20,Sri Lanka,1,2.71,70.93,33.01,23.03,97.4,76,10.08,0
01-08-20,Sri Lanka,0,2.78,72.13,31.38,23.92,97.48,50,8.98,0
02-08-20,Sri Lanka,8,2.6,71.38,30.98,23.54,97.49,68,11.02,0
03-08-20,Sri Lanka,5,0.59,66.55,30.75,23.72,97.23,61,12.83,0
04-08-20,Sri Lanka,6,1.4,72.09,32.08,23.3,97.26,119,11.24,0
05-08-20,Sri Lanka,5,1.06,68.06,33.33,22.64,97.28,25,11.67,0
06-08-20,Sri Lanka,0,5.05,72.13,29.9,23.64,97.43,59,12.34,0
07-08-20,Sri Lanka,0,1.88,67.93,31.7,24.02,97.5,82,11.68,0
08-08-20,Sri Lanka,2,1.53,68.9,31.79,24.07,97.48,50,10.14,0
09-08-20,Sri Lanka,3,1.3,68.65,31.56,23.54,97.45,63,10.94,0
10-08-20,Sri Lanka,27,0.76,64.28,33.73,23.56,97.49,61,9.88,0
11-08-20,Sri Lanka,9,1.86,69.76,32.16,23.66,97.56,50,8.95,0
12-08-20,Sri Lanka,1,0.24,62.07,34.3,23.19,97.66,65,9.81,0
13-08-20,Sri Lanka,1,0.34,62.75,34.89,23.32,97.27,139,8.54,0
14-08-20,Sri Lanka,4,0.51,66.02,33.86,22.36,97.29,57,8.53,0
15-08-20,Sri Lanka,4,0.36,65.75,34.06,22.75,97.45,55,7.41,0
16-08-20,Sri Lanka,3,0.18,62.41,34.86,22.09,97.49,80,7.48,0
17-08-20,Sri Lanka,7,0.33,61.35,36.06,22.16,97.43,117,6.04,0
18-08-20,Sri Lanka,2,0.42,63.77,34.4,23.28,97.44,91,6.54,0
19-08-20,Sri Lanka,0,0.5,63.28,35.64,22.67,97.33,109,5.75,0
20-08-20,Sri Lanka,16,0.42,62.89,36,23.51,97.32,61,5.94,0
21-08-20,Sri Lanka,23,0.42,58.78,37.01,23.31,97.49,61,5.05,0
22-08-20,Sri Lanka,6,0.8,59.73,36.52,24.15,97.58,93,5.31,1
23-08-20,Sri Lanka,6,0.75,58.44,36.66,23.74,97.26,70,5.16,0
24-08-20,Sri Lanka,6,0.52,58.39,36.47,23.64,97.46,78,4.33,0
25-08-20,Sri Lanka,12,3.55,60.75,36.39,24.04,97.64,87,3.6,0
26-08-20,Sri Lanka,13,2.84,66.14,34.1,24.62,97.66,95,4.64,0
27-08-20,Sri Lanka,2,1.69,60.81,36.19,23.44,97.54,76,5.55,0
28-08-20,Sri Lanka,3,1.46,58.42,35.71,24.59,97.46,63,7.04,0
29-08-20,Sri Lanka,6,1.06,60.72,33.64,24.28,97.46,74,8.68,0
30-08-20,Sri Lanka,17,0.86,57.46,34.56,23.66,97.5,46,7.39,0
31-08-20,Sri Lanka,37,2.38,57.73,35.16,23.92,97.52,61,5.66,0
